Chromosome	Start	End	Closest Gene	Locaiton	Distance To Gene's TSS
Chr5	19111096	19111427	AT5G47050	Gene_Downstream	2913
Chr5	15954459	15954908	AT5G39860	Gene_Upstream	-2734
Chr5	8425119	8425409	AT5G24600	Gene_Upstream	-1765
Chr5	1504547	1505451	AT5G05090	Gene_Downstream	505
Chr5	22644466	22645236	AT5G55910	Gene_Upstream	-2497
Chr5	18027417	18027605	AT5G44680	Gene_Upstream	-1520
Chr5	6977648	6978148	AT5G20630	Gene_Upstream	-1905
Chr5	24906069	24906700	AT5G61997	Gene_Downstream	1881
Chr5	5694404	5694642	AT5G17300	Gene_Upstream	-1621
Chr5	7819594	7819811	AT5G23220	Gene_Downstream	114
Chr5	10030058	10030463	AT5G28020	Gene_Upstream	-1680
Chr5	7327013	7327192	AT5G22100	Gene_Upstream	-1859
Chr5	12618834	12619270	AT5G33370	Gene_Upstream	-14288
Chr5	3021181	3021588	AT5G09730	Gene_Upstream	-3122
Chr5	24920933	24921484	AT5G62040	Gene_Upstream	-1602
Chr5	18661478	18661806	AT5G46013	Gene_Downstream	118
Chr5	7112975	7113434	AT5G20950	Gene_Upstream	-1855
Chr5	20550177	20550403	AT5G50460	Gene_Downstream	1147
Chr5	10639173	10639654	AT5G28630	Gene_Downstream	2164
Chr5	317224	317333	AT5G01820	Gene_Upstream	-2278
Chr5	8177358	8177618	AT5G24150	Gene_Upstream	-2057
Chr5	25502707	25503751	AT5G63720	Gene_Upstream	-3120
Chr5	3078373	3078593	AT5G09876	Gene_Upstream	-1504
Chr5	17115497	17115585	AT5G42680	Gene_Downstream	124
Chr5	9162691	9163013	AT5G26220	Gene_Downstream	117
Chr5	4201697	4202023	AT5G13181	Gene_Upstream	-2877
Chr5	19951541	19952014	AT5G49215	Gene_Upstream	-1710
Chr5	20086261	20086822	AT5G49520	Gene_Upstream	-4235
Chr5	14066170	14066327	AT5G35926	Gene_Downstream	542
Chr5	16328339	16328812	AT5G40790	Gene_Downstream	1540
Chr5	20173361	20173796	AT5G49680	Gene_Upstream	-2807
Chr5	15342761	15342979	AT5G38378	Gene_Upstream	-1578
Chr5	19822533	19822864	AT5G48890	Gene_Downstream	1824
Chr5	5215407	5216365	AT5G15980	Gene_Downstream	266
Chr5	18741892	18742355	AT5G46230	Gene_Downstream	317
Chr5	2948242	2948777	AT5G09463	Gene_Upstream	-1670
Chr5	16389588	16389918	AT5G40900	Gene_Upstream	-2083
Chr5	25816272	25817241	AT5G64570	Gene_Upstream	-3421
Chr5	13920818	13921109	AT5G35753	Gene_Downstream	1606
Chr5	19744040	19744163	AT5G48680	Gene_Downstream	330
Chr5	2933414	2934838	AT5G09430	Gene_Downstream	764
Chr5	2100437	2100764	AT5G06790	Gene_Upstream	-1860
Chr5	26580221	26580495	AT5G66600	Gene_Upstream	-1532
Chr5	26811007	26811438	AT5G67190	Gene_Upstream	-1533
Chr5	21408305	21408405	AT5G52830	Gene_Upstream	-2497
Chr5	19276899	19277267	AT5G47510	Gene_Downstream	27
Chr5	21442843	21442964	AT5G52882	Gene_Upstream	-4244
Chr5	1711295	1711805	AT5G05700	Gene_Downstream	1120
Chr5	15630658	15631635	AT5G39050	Gene_Upstream	-3440
Chr5	17638878	17639202	AT5G43870	Gene_Upstream	-3128
Chr5	15376513	15376706	AT5G38400	Gene_Downstream	308
Chr5	1141290	1141548	AT5G04150	Gene_Upstream	-1943
Chr5	25439712	25439990	AT5G63540	Gene_Downstream	932
Chr5	8992974	8993473	AT5G25810	Gene_Upstream	-5436
Chr5	4161777	4162367	AT5G13120	Gene_Downstream	431
Chr5	4229113	4229785	AT5G13240	Gene_Upstream	-1836
Chr5	3529886	3530147	AT5G11100	Gene_Upstream	-2386
Chr5	26251388	26251886	AT5G65670	Gene_Upstream	-2021
Chr5	26127972	26128224	AT5G65390	Gene_Downstream	486
Chr5	20021086	20021781	AT5G49370	Gene_Upstream	-2023
Chr5	26230303	26230607	AT5G65630	Gene_Upstream	-2006
Chr5	8895531	8896022	AT5G25550	Gene_Downstream	296
Chr5	10451914	10452327	AT5G28490	Gene_Downstream	2273
Chr5	14198213	14198479	AT5G36120	Gene_Downstream	241
Chr5	26232765	26232870	AT5G65640	Gene_Upstream	-4238
Chr5	19975523	19976555	AT5G49280	Gene_Downstream	555
Chr5	21628389	21628733	AT5G53300	Gene_Downstream	3460
Chr5	158636	159743	AT5G01380	Gene_Upstream	-1588
Chr5	2605840	2606252	AT5G08120	Gene_Upstream	-3119
Chr5	7324643	7324855	AT5G22090	Gene_Upstream	-3066
Chr5	41423	42075	AT5G01110	Gene_Downstream	19
Chr5	15711694	15712141	AT5G39240	Gene_Downstream	766
Chr5	15636091	15636307	AT5G39050	Gene_Downstream	134
Chr5	81117	81622	AT5G01210	Gene_Upstream	-3105
Chr5	3731056	3731270	AT5G11590	Gene_Upstream	-2437
Chr5	9575610	9576071	AT5G27210	Gene_Upstream	-1705
Chr5	7269373	7269506	AT5G21990	Gene_Upstream	-3730
Chr5	24390065	24390273	AT5G60680	Gene_Downstream	3193
Chr5	16714895	16715010	AT5G41765	Gene_Downstream	1600
Chr5	23675589	23675907	AT5G58575	Gene_Downstream	250
Chr5	23299810	23300016	AT5G57530	Gene_Downstream	408
Chr5	15390899	15391117	AT5G38440	Gene_Downstream	384
Chr5	23185202	23185500	AT5G57210	Gene_Upstream	-1540
Chr5	22827845	22828533	AT5G56360	Gene_Upstream	-164
Chr5	3108637	3108948	AT5G09960	Gene_Downstream	963
Chr5	465782	465850	AT5G02260	Gene_Downstream	570
Chr5	742114	742668	AT5G03140	Gene_Upstream	-2375
Chr5	18998779	18999136	AT5G46830	Gene_Upstream	-3762
Chr5	18415854	18416310	AT5G45450	Gene_Downstream	271
Chr5	318212	319010	AT5G01830	Gene_Upstream	-2084
Chr5	6050058	6050337	AT5G18280	Gene_Downstream	317
Chr5	3471271	3471677	AT5G10980	Gene_Downstream	931
Chr5	19810249	19810883	AT5G48860	Gene_Downstream	1085
Chr5	24491581	24491841	AT5G60880	Gene_Upstream	-1933
Chr5	20058816	20058991	AT5G49460	Gene_Downstream	439
Chr5	20149235	20149496	AT5G49640	Gene_Upstream	-1798
Chr5	21990336	21990591	AT5G54180	Gene_Downstream	235
Chr5	7750855	7750939	AT5G23090	Gene_Downstream	353
Chr5	22355348	22355795	AT5G55080	Gene_Upstream	-2513
Chr5	26369885	26370038	AT5G65925	Gene_Downstream	210
Chr5	3054886	3055917	AT5G09820	Gene_Downstream	378
Chr5	13988613	13988963	AT5G35810	Gene_Downstream	4640
Chr5	26485388	26485943	AT5G66300	Gene_Upstream	-4331
Chr5	7549173	7549594	AT5G22700	Gene_Upstream	-1788
Chr5	24394503	24394806	AT5G60690	Gene_Upstream	-2369
Chr5	15306924	15307185	AT5G38300	Gene_Downstream	46
Chr5	1268920	1269247	AT5G04470	Gene_Upstream	-1667
Chr5	22792105	22792488	AT5G56290	Gene_Downstream	135
Chr5	21218238	21218914	AT5G52260	Gene_Upstream	-1589
Chr5	21054486	21054966	AT5G51810	Gene_Downstream	462
Chr5	3240964	3241303	AT5G10310	Gene_Downstream	385
Chr5	7892408	7892622	AT5G23420	Gene_Upstream	-2335
Chr5	7725128	7725339	AT5G23027	Gene_Downstream	340
Chr5	24834617	24834757	AT5G61810	Gene_Upstream	-785
Chr5	10350015	10350339	AT5G28400	Gene_Upstream	-1943
Chr5	26097216	26097510	AT5G65300	Gene_Upstream	-1592
Chr5	7179257	7179693	AT5G21110	Gene_Downstream	389
Chr5	17393257	17393310	AT5G43340	Gene_Downstream	315
Chr5	24905067	24905595	AT5G61990	Gene_Upstream	-2214
Chr5	26838882	26839066	AT5G67265	Gene_Downstream	495
Chr5	23833437	23833619	AT5G59030	Gene_Downstream	200
Chr5	8712840	8712971	AT5G25200	Gene_Downstream	3861
Chr5	20083270	20083330	AT5G49510	Gene_Downstream	379
Chr5	18505338	18505473	AT5G45630	Gene_Downstream	404
Chr5	10658845	10659153	AT5G28642	Gene_Upstream	-4258
Chr5	2948856	2949142	AT5G09470	Gene_Downstream	242
Chr5	15876163	15876434	AT5G39650	Gene_Downstream	182
Chr5	24447850	24447931	AT5G60780	Gene_Upstream	-2949
Chr5	25658927	25659142	AT5G64120	Gene_Downstream	272
Chr5	23043480	23043823	AT5G56960	Gene_Upstream	-2477
Chr5	21960712	21961055	AT5G54130	Gene_Upstream	-1717
Chr5	4917807	4918371	AT5G15150	Gene_Upstream	-2197
Chr5	26328818	26329232	AT5G65800	Gene_Downstream	1721
Chr5	2640689	2641204	AT5G08220	Gene_Downstream	1334
Chr5	17026585	17027028	AT5G42580	Gene_Upstream	-1577
Chr5	10296785	10297573	AT5G28300	Gene_Upstream	-1896
Chr5	4797672	4797760	AT5G14820	Gene_Upstream	-3848
Chr5	26215096	26215854	AT5G65590	Gene_Upstream	-2339
Chr5	25846131	25846605	AT5G64660	Gene_Upstream	-2916
Chr5	5694710	5695043	AT5G17300	Gene_Upstream	-1974
Chr5	23130171	23131014	AT5G57123	Gene_Upstream	-2938
Chr5	8220498	8220877	AT5G24210	Gene_Downstream	1068
Chr5	19829546	19830023	AT5G48905	Gene_Upstream	-1500
Chr5	3690715	3690988	AT5G11520	Gene_Upstream	-3087
Chr5	24390383	24390807	AT5G60680	Gene_Downstream	3619
Chr5	21449694	21450312	AT5G52890	Gene_Upstream	-2763
Chr5	2433635	2434143	AT5G07680	Gene_Upstream	-1986
Chr5	4216728	4217589	AT5G13220	Gene_Upstream	-1730
Chr5	24509388	24509864	AT5G60910	Gene_Upstream	-3483
Chr5	15601871	15602009	AT5G38970	Gene_Upstream	-4055
Chr5	15249002	15249676	AT5G38197	Gene_Upstream	-1685
Chr5	3852734	3853084	AT5G11950	Gene_Upstream	-2007
Chr5	2065940	2066531	AT5G06700	Gene_Downstream	196
Chr5	23788667	23788923	AT5G58910	Gene_Downstream	727
Chr5	18377682	18377869	AT5G45350	Gene_Downstream	4062
Chr5	3661651	3662267	AT5G11460	Gene_Upstream	-3028
Chr5	968705	969406	AT5G03700	Gene_Upstream	-1733
Chr5	6421332	6421535	AT5G19140	Gene_Upstream	-1720
Chr5	22886500	22887056	AT5G56520	Gene_Downstream	237
Chr5	18215609	18216213	AT5G45100	Gene_Upstream	-2675
Chr5	24970210	24970397	AT5G62170	Gene_Downstream	2674
Chr5	18429067	18429350	AT5G45480	Gene_Upstream	-118
Chr5	15112910	15113048	AT5G37950	Gene_Upstream	-2904
Chr5	22918802	22918873	AT5G56610	Gene_Downstream	499
Chr5	17807500	17807795	AT5G44210	Gene_Downstream	113
Chr5	1376238	1376493	AT5G04760	Gene_Upstream	-1578
Chr5	18378421	18379334	AT5G45350	Gene_Downstream	2960
Chr5	22997252	22997383	AT5G56865	Gene_Downstream	645
Chr5	26605787	26606261	AT5G66650	Gene_Upstream	-1648
Chr5	23587840	23588433	AT5G58360	Gene_Downstream	1943
Chr5	22495822	22496397	AT5G55530	Gene_Downstream	153
Chr5	18429463	18430389	AT5G45480	Gene_Upstream	-836
Chr5	20087431	20087760	AT5G49520	Gene_Upstream	-3181
Chr5	142537	143078	AT5G01340	Gene_Downstream	248
Chr5	6442550	6442849	AT5G19170	Gene_Upstream	-2546
Chr5	3020213	3020693	AT5G09730	Gene_Upstream	-2191
Chr5	18580656	18581061	AT5G45800	Gene_Upstream	-1751
Chr5	17651669	17651935	AT5G43890	Gene_Upstream	-1671
Chr5	20171219	20171513	AT5G49665	Gene_Upstream	-1892
Chr5	26101328	26101505	AT5G65310	Gene_Downstream	523
Chr5	24387717	24387911	AT5G60680	Gene_Downstream	838
Chr5	23351925	23352034	AT5G57660	Gene_Upstream	-3485
Chr5	16274894	16275315	AT5G40640	Gene_Upstream	-1938
Chr5	3731820	3732072	AT5G11600	Gene_Downstream	1708
Chr5	24316031	24316264	AT5G60460	Gene_Downstream	1290
Chr5	24497717	24498172	AT5G60890	Gene_Downstream	1593
Chr5	22819723	22820129	AT5G56340	Gene_Downstream	269
Chr5	5559608	5560434	AT5G16910	Gene_Upstream	-1658
Chr5	25122599	25122734	AT5G62580	Gene_Downstream	140
Chr5	9544421	9544515	AT5G27130	Gene_Upstream	-2079
Chr5	14714687	14714922	AT5G37170	Gene_Downstream	501
Chr5	581033	581523	AT5G02580	Gene_Downstream	491
Chr5	3471882	3472374	AT5G10980	Gene_Downstream	277
Chr5	23364736	23366021	AT5G57685	Gene_Downstream	626
Chr5	16388504	16388866	AT5G40900	Gene_Upstream	-3151
Chr5	23164571	23165217	AT5G57170	Gene_Upstream	-1614
Chr5	22877757	22877953	AT5G56510	Gene_Upstream	-3866
Chr5	7316578	7316813	AT5G22080	Gene_Upstream	-3025
Chr5	7269663	7269909	AT5G21990	Gene_Upstream	-3383
Chr5	26687230	26687567	AT5G66820	Gene_Upstream	-1658
Chr5	15217688	15217989	AT5G38130	Gene_Downstream	72
Chr5	25235178	25235774	AT5G62865	Gene_Downstream	627
Chr5	14939440	14939618	AT5G37610	Gene_Downstream	917
Chr5	20937326	20938134	AT5G51545	Gene_Downstream	317
Chr5	8654414	8654806	AT5G25102	Gene_Downstream	1564
Chr5	16575567	16575887	AT5G41401	Gene_Upstream	-3538
Chr5	1202692	1203509	AT5G04310	Gene_Downstream	103
Chr5	21612351	21612579	AT5G53280	Gene_Downstream	3047
Chr5	17079563	17079733	AT5G42635	Gene_Downstream	2923
Chr5	895123	896030	AT5G03550	Gene_Downstream	237
Chr5	536976	537408	AT5G02460	Gene_Downstream	2057
Chr5	15562631	15562939	AT5G38860	Gene_Downstream	1659
Chr5	20727606	20728591	AT5G50950	Gene_Upstream	-1514
Chr5	3235084	3235379	AT5G10280	Gene_Downstream	1021
Chr5	21408811	21409326	AT5G52830	Gene_Upstream	-1784
Chr5	5436440	5436651	AT5G16600	Gene_Upstream	-1746
Chr5	3865350	3865513	AT5G11970	Gene_Upstream	-1676
Chr5	17638170	17638442	AT5G43870	Gene_Upstream	-2394
Chr5	1401317	1402164	AT5G04820	Gene_Downstream	956
Chr5	15953267	15953407	AT5G39850	Gene_Downstream	1912
Chr5	4932634	4932927	AT5G15190	Gene_Downstream	40
Chr5	2557222	2558091	AT5G07980	Gene_Upstream	-2137
Chr5	25878629	25878787	AT5G64740	Gene_Upstream	-2358
Chr5	25979541	25980437	AT5G65040	Gene_Upstream	-1572
Chr5	3164788	3165066	AT5G10110	Gene_Downstream	1512
Chr5	24508364	24508838	AT5G60910	Gene_Upstream	-2458
Chr5	26499885	26500619	AT5G66330	Gene_Downstream	150
Chr5	5511271	5511423	AT5G16760	Gene_Downstream	115
Chr5	6881266	6881675	AT5G20360	Gene_Downstream	149
Chr5	7058783	7059272	AT5G20830	Gene_Upstream	-3832
Chr5	26233818	26234064	AT5G65640	Gene_Upstream	-3114
Chr5	14247647	14248078	AT5G36200	Gene_Upstream	-1566
Chr5	16568201	16568599	AT5G41400	Gene_Downstream	977
Chr5	21663522	21663955	AT5G53400	Gene_Downstream	166
Chr5	16386657	16387171	AT5G40890	Gene_Upstream	-1595
Chr5	6473537	6473636	AT5G19250	Gene_Downstream	641
Chr5	17807892	17808102	AT5G44210	Gene_Downstream	463
Chr5	26278046	26278642	AT5G65685	Gene_Upstream	-2425
Chr5	955951	956164	AT5G03680	Gene_Upstream	-1687
Chr5	2291365	2291800	AT5G07290	Gene_Upstream	-1771
Chr5	13614005	13614712	AT5G35405	Gene_Upstream	-9632
Chr5	21697619	21697892	AT5G53460	Gene_Upstream	-2447
Chr5	12586522	12586825	AT5G33320	Gene_Upstream	-2165
Chr5	159901	160132	AT5G01390	Gene_Downstream	248
Chr5	10800371	10800755	AT5G28770	Gene_Upstream	-2341
Chr5	22794208	22794424	AT5G56300	Gene_Upstream	-5191
Chr5	26230738	26230972	AT5G65630	Gene_Upstream	-2406
Chr5	14938727	14939014	AT5G37610	Gene_Downstream	258
Chr5	19452831	19453052	AT5G48010	Gene_Upstream	-4019
Chr5	7902013	7902535	AT5G23440	Gene_Downstream	771
Chr5	17975201	17975386	AT5G44575	Gene_Downstream	295
Chr5	15955269	15955608	AT5G39860	Gene_Upstream	-1979
Chr5	7646370	7646849	AT5G22870	Gene_Downstream	447
Chr5	5838498	5838919	AT5G17710	Gene_Downstream	635
Chr5	21611960	21612210	AT5G53280	Gene_Downstream	2667
Chr5	8710086	8710553	AT5G25190	Gene_Upstream	-2571
Chr5	15917352	15917471	AT5G39760	Gene_Downstream	4581
Chr5	8221088	8221388	AT5G24210	Gene_Downstream	1619
Chr5	23938254	23938619	AT5G59350	Gene_Upstream	-2346
Chr5	26751287	26751568	AT5G67020	Gene_Downstream	178
Chr5	24416394	24416744	AT5G60710	Gene_Upstream	-1501
Chr5	23964910	23965154	AT5G59430	Gene_Upstream	-2281
Chr5	4918587	4918807	AT5G15150	Gene_Upstream	-2805
Chr5	17767134	17767508	AT5G44150	Gene_Upstream	-1901
Chr5	8557874	8558268	AT5G24890	Gene_Downstream	120
Chr5	13773753	13773940	AT5G35600	Gene_Upstream	-2134
Chr5	8445590	8446308	AT5G24670	Gene_Upstream	-2005
Chr5	669206	669601	AT5G02890	Gene_Downstream	662
Chr5	21769659	21770139	AT5G53590	Gene_Upstream	-1912
Chr5	23357364	23357830	AT5G57660	Gene_Downstream	608
Chr5	14047232	14047654	AT5G35917	Gene_Upstream	-1680
Chr5	6607227	6607389	AT5G19570	Gene_Downstream	105
Chr5	17648296	17648552	AT5G43890	Gene_Downstream	433
Chr5	23850088	23850345	AT5G59080	Gene_Upstream	-1659
Chr5	607876	608671	AT5G02690	Gene_Downstream	569
Chr5	24712899	24714171	AT5G61450	Gene_Upstream	-590
Chr5	8425460	8425666	AT5G24600	Gene_Upstream	-2064
Chr5	8861040	8861622	AT5G25460	Gene_Upstream	-2032
Chr5	21037955	21038386	AT5G51790	Gene_Upstream	-1592
Chr5	7420918	7421412	AT5G22390	Gene_Upstream	-1916
Chr5	17142510	17143129	AT5G42750	Gene_Downstream	1
Chr5	15913775	15914357	AT5G39760	Gene_Downstream	1236
Chr5	25211163	25212097	AT5G62770	Gene_Downstream	23
Chr5	26248892	26249440	AT5G65660	Gene_Upstream	-2787
Chr5	16952973	16953281	AT5G42400	Gene_Downstream	1342
Chr5	3727016	3727302	AT5G11590	Gene_Downstream	375
Chr5	21967877	21968527	AT5G54140	Gene_Downstream	141
Chr5	6401320	6401670	AT5G19100	Gene_Downstream	6747
Chr5	25077048	25077638	AT5G62460	Gene_Downstream	49
Chr5	6055653	6055914	AT5G18280	Gene_Upstream	-908
Chr5	22983753	22984184	AT5G56840	Gene_Downstream	1626
Chr5	1480293	1480599	AT5G05020	Gene_Downstream	326
Chr5	10263204	10263664	AT5G28288	Gene_Downstream	12809
Chr5	5835753	5835980	AT5G17700	Gene_Upstream	-1965
Chr5	23377819	23378622	AT5G57700	Gene_Downstream	1078
Chr5	25553680	25554407	AT5G63850	Gene_Downstream	523
Chr5	17646671	17647134	AT5G43890	Gene_Downstream	1955
Chr5	621188	621795	AT5G02750	Gene_Downstream	312
Chr5	6420356	6420747	AT5G19130	Gene_Upstream	-1516
Chr5	20160792	20160842	AT5G49660	Gene_Downstream	389
Chr5	14915912	14916183	AT5G37540	Gene_Downstream	1616
Chr5	3893679	3894499	AT5G12060	Gene_Downstream	830
Chr5	18997360	18997833	AT5G46820	Gene_Downstream	924
Chr5	24993143	24993697	AT5G62230	Gene_Upstream	-2709
Chr5	20465131	20465286	AT5G50300	Gene_Downstream	860
Chr5	23221216	23221910	AT5G57330	Gene_Downstream	474
Chr5	1117114	1117855	AT5G04120	Gene_Upstream	-2519
Chr5	1343877	1344040	AT5G04670	Gene_Upstream	-3074
Chr5	26140121	26140419	AT5G65420	Gene_Downstream	1200
Chr5	16863631	16864081	AT5G42203	Gene_Downstream	641
Chr5	7382792	7383155	AT5G22310	Gene_Downstream	656
Chr5	18017963	18018399	AT5G44660	Gene_Downstream	1004
Chr5	24859168	24859924	AT5G61900	Gene_Upstream	-205
Chr5	22112815	22113290	AT5G54460	Gene_Upstream	-2103
Chr5	3730786	3730978	AT5G11590	Gene_Upstream	-2156
Chr5	4203128	4203918	AT5G13190	Gene_Downstream	1294
Chr5	9339541	9339762	AT5G26650	Gene_Upstream	-4134
Chr5	19100416	19100507	AT5G47040	Gene_Upstream	-1746
Chr5	4457443	4458555	AT5G13810	Gene_Downstream	980
Chr5	8709677	8709972	AT5G25190	Gene_Upstream	-2076
Chr5	3513442	3513664	AT5G11060	Gene_Downstream	248
Chr5	25437993	25438318	AT5G63530	Gene_Downstream	2321
Chr5	5879366	5879920	AT5G17800	Gene_Downstream	312
Chr5	6478192	6478560	AT5G19257	Gene_Downstream	724
Chr5	25431475	25431736	AT5G63530	Gene_Upstream	-1549
Chr5	24907510	24907714	AT5G61997	Gene_Downstream	653
Chr5	17871343	17871708	AT5G44360	Gene_Downstream	399
Chr5	4067818	4068007	AT5G12880	Gene_Downstream	607
Chr5	737188	737627	AT5G03130	Gene_Downstream	738
Chr5	3693406	3693801	AT5G11530	Gene_Upstream	-2259
Chr5	8674485	8674877	AT5G25140	Gene_Downstream	52
Chr5	17655633	17656319	AT5G43890	Gene_Upstream	-5845
Chr5	20020427	20021020	AT5G49370	Gene_Upstream	-2733
Chr5	15180962	15181138	AT5G38040	Gene_Upstream	-4027
Chr5	9551510	9551862	AT5G27150	Gene_Upstream	-1752
Chr5	22698845	22699373	AT5G56050	Gene_Downstream	1853
Chr5	15594517	15594711	AT5G38960	Gene_Downstream	831
Chr5	9965970	9966329	AT5G27930	Gene_Upstream	-4885
Chr5	21884964	21885143	AT5G53900	Gene_Upstream	-1637
Chr5	25700943	25701370	AT5G64250	Gene_Upstream	-1944
Chr5	23222566	23223123	AT5G57340	Gene_Upstream	-3242
Chr5	15431449	15431559	AT5G38540	Gene_Upstream	-2794
Chr5	571193	571637	AT5G02550	Gene_Downstream	1639
Chr5	24113484	24113906	AT5G59850	Gene_Upstream	-78
Chr5	16582527	16582986	AT5G41420	Gene_Downstream	2363
Chr5	7844145	7844608	AT5G23280	Gene_Downstream	101
Chr5	23378855	23379556	AT5G57700	Gene_Downstream	2063
Chr5	16327903	16328047	AT5G40790	Gene_Downstream	2140
Chr5	10262467	10263013	AT5G28288	Gene_Downstream	13503
Chr5	8383388	8383603	AT5G24540	Gene_Downstream	1381
Chr5	140630	142445	AT5G01340	Gene_Downstream	1518
Chr5	26763459	26763664	AT5G67050	Gene_Upstream	-2364
Chr5	4673727	4674165	AT5G14490	Gene_Upstream	-1874
Chr5	19432353	19432695	AT5G47990	Gene_Upstream	-2303
Chr5	6216015	6216192	AT5G18650	Gene_Upstream	-1809
Chr5	8733016	8733241	AT5G25220	Gene_Upstream	-2946
Chr5	4564539	4565072	AT5G14150	Gene_Downstream	367
Chr5	13559777	13560224	AT5G35338	Gene_Upstream	-9876
Chr5	21974545	21974784	AT5G54145	Gene_Downstream	1581
Chr5	18902995	18903205	AT5G46590	Gene_Upstream	-2225
Chr5	4761549	4761812	AT5G14750	Gene_Downstream	1772
Chr5	6287582	6288504	AT5G18850	Gene_Downstream	453
Chr5	23223615	23223753	AT5G57340	Gene_Upstream	-2402
Chr5	25088413	25088802	AT5G62480	Gene_Downstream	87
Chr5	17080725	17080984	AT5G42635	Gene_Downstream	4129
Chr5	16772511	16772759	AT5G41900	Gene_Downstream	939
Chr5	26014587	26015275	AT5G65120	Gene_Downstream	291
Chr5	8562380	8562606	AT5G24890	Gene_Upstream	-3087
Chr5	7474388	7475117	AT5G22510	Gene_Downstream	58
Chr5	26902704	26902959	AT5G67420	Gene_Downstream	1458
Chr5	16387559	16387695	AT5G40890	Gene_Upstream	-2308
Chr5	3343586	3344305	AT5G10570	Gene_Downstream	953
Chr5	25722933	25723258	AT5G64310	Gene_Downstream	449
Chr5	1354003	1354392	AT5G04690	Gene_Upstream	-1672
Chr5	25148613	25149436	AT5G62630	Gene_Upstream	-2565
Chr5	24878138	24878767	AT5G61950	Gene_Downstream	359
Chr5	22177556	22177824	AT5G54590	Gene_Upstream	-2063
Chr5	23105939	23106219	AT5G57100	Gene_Downstream	223
Chr5	24316435	24316590	AT5G60460	Gene_Downstream	925
Chr5	24993752	24994307	AT5G62230	Gene_Upstream	-2100
Chr5	22586215	22586617	AT5G55810	Gene_Upstream	-69
Chr5	17647749	17647911	AT5G43890	Gene_Downstream	1027
Chr5	19133621	19133985	AT5G47110	Gene_Downstream	183
Chr5	23059225	23059685	AT5G56980	Gene_Upstream	-1713
Chr5	5163189	5163996	AT5G15820	Gene_Downstream	562
Chr5	5046879	5047388	AT5G15530	Gene_Downstream	6293
Chr5	7465792	7466046	AT5G22500	Gene_Upstream	-4524
Chr5	771567	771837	AT5G03240	Gene_Downstream	23
Chr5	6119626	6120010	AT5G18450	Gene_Upstream	-2798
Chr5	25411873	25412323	AT5G63450	Gene_Upstream	-1525
Chr5	25261296	25261573	AT5G62950	Gene_Downstream	745
Chr5	8731732	8732306	AT5G25220	Gene_Upstream	-4055
Chr5	18231515	18231801	AT5G45113	Gene_Downstream	619
Chr5	25924938	25925293	AT5G64850	Gene_Downstream	1757
Chr5	23131453	23131957	AT5G57123	Gene_Upstream	-4051
Chr5	8528550	8528679	AT5G24830	Gene_Upstream	-2364
Chr5	15307437	15307815	AT5G38300	Gene_Downstream	618
Chr5	9133197	9133590	AT5G26140	Gene_Downstream	1757
Chr5	7500013	7500278	AT5G22580	Gene_Upstream	-2529
Chr5	22258238	22258984	AT5G54800	Gene_Upstream	-2660
Chr5	22015304	22015565	AT5G54225	Gene_Downstream	1113
Chr5	20068840	20069135	AT5G49480	Gene_Upstream	-1756
Chr5	3107800	3108218	AT5G09960	Gene_Downstream	180
Chr5	804339	804582	AT5G03320	Gene_Downstream	62
Chr5	25171486	25171839	AT5G62680	Gene_Upstream	-3719
Chr5	24818148	24818556	AT5G61770	Gene_Downstream	646
Chr5	5235857	5236149	AT5G16030	Gene_Upstream	-2175
Chr5	14551937	14552349	AT5G36900	Gene_Downstream	3940
Chr5	21969703	21970140	AT5G54145	Gene_Upstream	-2544
Chr5	8711068	8711474	AT5G25190	Gene_Upstream	-3523
